,AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX,predicted,actual,error
11670,25.969,1016.7,78.634,3.9602,26.055,1094.2,549.83,134.71,12.281,0.27103,62.84,134.79686,134.71,0.08685974121092954
11671,27.372,1016.7,69.959,3.9681,26.122,1094.9,549.78,134.43,12.172,0.42092,62.704,134.37123,134.43,-0.05876892089844432
11672,28.858,1016.8,62.006,3.9701,26.125,1094.8,550.1,134.24,12.266,0.74193,62.282,133.8242,134.24,-0.4157965087890716
11673,29.256,1016.6,60.781,3.9772,26.086,1094.7,549.99,133.76,12.284,1.0732,65.081,133.70009,133.76,-0.059911499023428405
11674,29.429,1016.3,60.18,3.9783,26.103,1094.4,550.22,133.78,12.281,0.68405,63.202,133.52419,133.78,-0.25581481933593864
11675,29.656,1016.0,58.375,3.9939,26.162,1095.2,550.41,133.78,12.278,0.23701,62.644,133.65627,133.78,-0.12373474121093864
11676,30.605,1015.9,49.59,3.9871,26.252,1095.1,550.3,133.79,12.272,0.17746,64.934,133.31763,133.79,-0.47237304687499204
11677,30.255,1015.8,51.389,3.9693,26.148,1094.7,550.11,133.79,12.27,0.29071,64.095,133.33473,133.79,-0.45526794433592954
11678,29.689,1015.9,51.561,3.9366,26.129,1094.4,549.74,133.78,12.267,0.28746,64.063,133.50586,133.78,-0.27414062500000114
11679,28.798,1016.0,56.165,3.8837,25.917,1093.7,549.95,133.78,12.26,0.61664,63.125,133.48628,133.78,-0.29371765136718864
11680,27.314,1016.0,62.222,3.8129,25.684,1092.9,549.96,133.79,12.215,0.43484,61.841,133.61855,133.79,-0.17145446777342954
11681,25.687,1016.0,69.903,3.7703,25.552,1091.9,549.79,133.78,12.15,0.72842,59.443,133.7542,133.78,-0.025803833007813637
11682,24.462,1016.1,78.12,3.7547,25.422,1091.6,549.63,133.78,12.068,0.7838,59.191,133.97658,133.78,0.19657775878906136
11683,23.719,1015.8,85.426,3.6549,24.563,1086.8,550.2,130.37,11.797,0.90736,57.742,130.73978,130.37,0.36977661132812045
11684,23.121,1015.3,87.919,3.0621,19.995,1059.9,550.04,111.73,10.561,2.056,52.954,111.62671,111.73,-0.10329101562500398
11685,22.114,1015.0,89.367,3.0836,19.835,1059.4,550.04,111.77,10.589,2.2964,54.14,111.54702,111.77,-0.22298004150390227
11686,21.517,1014.7,93.764,3.1086,19.875,1059.4,550.17,111.78,10.616,2.0606,53.635,111.71069,111.78,-0.06930664062500114
11687,21.581,1014.4,95.109,3.1577,19.903,1059.4,550.11,111.77,10.632,2.0162,53.678,111.71864,111.77,-0.05135681152343352
11688,21.619,1014.3,95.909,3.141,19.893,1059.4,550.0,111.85,10.723,2.2097,53.942,111.7802,111.85,-0.06980285644530682
11689,21.312,1014.5,96.603,3.8731,25.009,1089.3,550.05,133.56,12.048,0.68565,58.769,133.36125,133.56,-0.19874816894531477
11690,21.348,1014.6,96.338,3.8609,25.143,1090.5,549.93,133.73,12.056,0.37076,58.268,134.11134,133.73,0.38134338378907273
11691,22.274,1014.7,97.131,3.8661,25.276,1091.0,549.57,133.65,11.989,0.78031,58.139,134.10509,133.65,0.4550872802734318
11692,23.851,1014.7,91.991,3.1937,20.316,1060.9,550.01,111.64,10.615,1.9207,52.226,112.11267,111.64,0.47267089843749943
11693,25.533,1014.7,82.114,3.2055,20.408,1061.1,550.03,111.55,10.706,1.7501,53.267,111.884605,111.55,0.3346054077148466
11694,27.11,1014.7,74.002,3.6819,23.963,1081.9,549.89,125.67,11.678,1.1882,58.361,126.211136,125.67,0.5411358642578108
11695,28.35,1014.8,68.826,3.9579,26.023,1094.1,549.73,133.76,12.188,1.0643,61.212,134.02014,133.76,0.2601416015625091
11696,28.875,1014.6,67.702,3.5137,22.725,1075.0,549.94,120.02,11.299,2.0392,55.731,120.40574,120.02,0.38573883056641023
11697,29.758,1014.2,60.34,3.2753,20.754,1063.3,549.94,111.81,10.79,2.0748,51.01,111.96741,111.81,0.15740722656249773
11698,30.529,1013.9,54.541,3.2844,20.809,1063.5,550.16,111.81,10.844,1.4461,50.77,111.82146,111.81,0.011456909179685226
11699,30.964,1013.7,52.044,3.5671,22.977,1076.0,550.1,120.35,11.478,0.76124,54.456,119.811966,120.35,-0.5380340576171818
11700,30.992,1013.5,50.904,4.0154,26.404,1095.5,550.03,133.77,12.333,0.067486,62.244,133.57733,133.77,-0.19266845703126023
11701,30.785,1013.2,50.481,3.9954,26.363,1095.8,550.21,133.77,12.251,1.4192,66.272,133.74762,133.77,-0.022380371093760232
11702,30.196,1013.1,52.166,3.2571,20.929,1064.5,549.9,112.51,10.919,3.1064,56.392,112.793144,112.51,0.28314422607421363
11703,29.228,1013.3,54.397,3.4683,22.764,1074.8,549.85,120.38,11.405,1.9774,58.498,120.56779,120.38,0.1877871704101608
11704,25.508,1013.2,70.098,3.1136,20.501,1061.6,549.89,112.12,10.8,1.1824,52.146,112.31848,112.12,0.19848144531249545
11705,24.737,1012.5,75.416,3.1327,20.727,1063.0,549.95,113.32,10.812,1.412,53.024,113.54305,113.32,0.22305267333985057
11706,24.518,1012.0,77.067,3.1162,20.389,1060.8,550.17,111.79,10.681,1.6131,53.788,112.09425,111.79,0.30425354003905625
11707,23.923,1011.9,79.487,3.0966,20.205,1060.2,550.01,111.77,10.634,1.8316,53.688,111.87005,111.77,0.10004852294922273
11708,23.137,1012.0,82.988,3.1164,20.199,1060.0,550.02,111.8,10.58,2.1123,53.674,111.89545,111.8,0.09544677734375284
11709,23.076,1011.8,84.413,3.116,20.118,1059.5,550.02,111.71,10.536,1.8654,53.782,111.59944,111.71,-0.11055847167968125
11710,23.534,1011.8,90.202,3.1385,20.491,1061.3,549.89,112.51,10.727,1.7953,51.681,112.78565,112.51,0.27565216064452613
11711,24.477,1011.9,89.169,3.8222,25.463,1090.3,550.36,132.93,11.969,0.76953,58.009,133.26613,132.93,0.3361285400390557
11712,25.52,1011.9,80.936,4.1098,27.431,1094.4,545.35,138.62,12.586,0.31665,57.836,138.41914,138.62,-0.20085632324219205
11713,26.602,1011.9,71.027,4.5139,30.399,1099.6,538.39,148.68,13.378,0.22535,54.598,148.94461,148.68,0.2646105957031182
11714,27.656,1011.7,66.75,4.5504,30.559,1099.7,538.27,148.62,13.441,0.41838,54.818,149.27,148.62,0.650004272460933
11715,28.898,1011.6,64.444,4.409,29.54,1099.8,541.68,146.18,13.186,0.76984,56.679,146.78108,146.18,0.6010821533203057
11716,29.448,1011.6,59.7,4.4588,29.84,1100.0,540.68,146.95,13.272,1.1348,58.189,148.02345,146.95,1.0734527587890739
11717,30.03,1011.4,53.818,4.4649,29.942,1099.7,540.19,147.48,13.175,1.1084,58.26,148.0243,147.48,0.5443072509765727
11718,30.577,1011.3,51.294,4.4772,30.071,1099.8,540.06,147.83,13.325,0.30482,56.372,148.12465,147.83,0.29464904785155
11719,30.611,1011.2,52.505,4.479,30.033,1100.0,540.03,147.86,13.216,0.11623,54.55,147.9517,147.86,0.09170593261717386
11720,30.439,1011.0,55.337,4.44,29.847,1099.9,540.94,147.35,13.23,0.099751,54.375,147.26254,147.35,-0.08745727539061932
11721,30.578,1010.6,54.502,4.3828,29.527,1098.7,541.25,145.51,13.072,0.44453,56.894,145.93484,145.51,0.4248449707031341
11722,30.328,1010.3,55.467,3.9555,26.213,1094.3,549.87,133.84,12.294,0.26836,61.489,133.74785,133.84,-0.09215148925781591
11723,29.427,1010.4,58.585,3.918,26.039,1093.5,549.78,133.83,12.26,0.3975,61.679,133.75244,133.83,-0.0775585937500125
11724,28.108,1010.5,61.279,3.8511,25.77,1093.1,550.01,133.84,12.312,0.69635,61.854,133.9007,133.84,0.06069580078124659
11725,26.727,1010.7,66.826,4.3811,30.141,1099.3,538.72,148.21,13.266,0.77507,56.692,148.9966,148.21,0.7865972900390545
11726,25.454,1010.8,73.911,3.7601,25.506,1091.4,550.03,134.19,12.16,0.75791,58.586,133.94255,134.19,-0.24744934082031023
11727,24.563,1010.8,80.172,3.7941,25.587,1091.3,549.7,134.43,12.093,0.3858,58.536,134.16928,134.43,-0.2607189941406318
11728,23.789,1010.6,87.134,4.3235,29.453,1099.9,541.04,147.37,13.098,0.3104,55.624,147.06044,147.37,-0.30955993652344205
11729,23.523,1010.2,92.074,3.8159,25.29,1090.6,549.99,133.92,12.122,0.54366,56.737,133.85063,133.92,-0.0693682861328
11730,23.107,1009.7,93.398,3.4814,22.628,1075.0,549.83,122.72,11.39,0.91936,52.316,122.613174,122.72,-0.10682556152343636
11731,22.795,1009.6,94.506,3.1971,20.194,1060.6,550.18,112.68,10.694,1.6484,50.348,112.3591,112.68,-0.3208996582031318
11732,22.515,1009.6,95.305,3.2186,20.208,1060.6,550.15,112.8,10.682,1.7044,51.78,112.42611,112.8,-0.3738906860351534
11733,22.387,1009.7,96.209,3.2101,20.232,1061.0,550.11,112.79,10.637,1.7406,51.195,112.678665,112.79,-0.11133483886719375
11734,22.803,1010.0,97.163,3.2095,20.268,1061.1,550.06,112.57,10.572,1.6841,51.775,112.60974,112.57,0.03974121093750682
11735,23.796,1010.3,95.448,3.568,23.09,1077.0,549.95,123.76,11.382,1.2276,55.282,123.642525,123.76,-0.11747528076172387
11736,25.642,1010.4,84.984,3.8919,25.888,1093.5,549.96,134.34,12.242,0.26823,60.775,134.79901,134.34,0.4590112304687466
11737,27.418,1010.5,72.281,4.5102,30.56,1099.7,537.82,147.82,13.288,0.34279,55.338,148.44989,147.82,0.6298901367187568
11738,28.507,1010.4,66.648,4.4641,30.124,1100.1,539.56,147.19,13.234,0.32522,56.288,147.9817,147.19,0.7917047119140648
11739,29.599,1010.5,61.658,4.4655,30.145,1100.0,539.78,147.26,13.245,0.51556,55.712,147.97867,147.26,0.7186682128906341
11740,30.067,1010.4,57.53,4.4023,29.517,1099.7,541.7,146.35,13.157,0.94871,58.622,146.74178,146.35,0.3917755126953182
11741,30.364,1010.0,54.215,4.4701,29.959,1099.7,540.53,147.47,13.21,1.0821,58.806,147.75179,147.47,0.28178527832031364
11742,30.568,1009.9,52.935,4.4408,29.749,1099.7,541.3,147.05,13.129,0.32655,56.437,146.88531,147.05,-0.16468505859376137
11743,30.958,1009.6,51.552,4.4816,30.097,1099.8,540.26,147.64,13.232,0.30669,55.984,147.6751,147.64,0.03509460449220114
11744,30.988,1009.4,50.84,4.4614,29.911,1100.0,540.97,147.3,13.252,0.12406,55.223,147.39848,147.3,0.09848327636717613
11745,30.98,1009.2,50.631,4.4719,30.143,1099.8,540.26,147.76,13.261,0.64773,55.765,147.98047,147.76,0.2204687500000091
11746,30.838,1009.2,49.466,4.3153,29.154,1099.8,543.27,145.87,13.011,0.28547,59.133,145.3626,145.87,-0.507405395507817
11747,29.982,1009.3,52.209,4.1993,28.183,1099.7,546.64,141.58,12.769,0.27391,63.407,140.81361,141.58,-0.76638610839845
11748,28.768,1009.6,59.711,3.7181,24.7,1084.2,549.59,127.78,11.776,1.0205,56.653,127.836044,127.78,0.05604431152343636
11749,27.46,1009.8,65.952,3.5403,23.377,1078.1,550.41,123.83,11.585,1.0581,57.335,123.53057,123.83,-0.29942901611327954
11750,26.163,1010.1,70.017,3.8533,25.892,1092.8,549.93,134.53,12.274,0.79485,62.8,134.5174,134.53,-0.012604980468751137
11751,25.126,1010.1,73.879,4.1281,28.242,1099.8,546.04,142.67,12.833,0.23289,62.451,142.99648,142.67,0.326475219726575
11752,24.299,1010.0,77.399,4.3823,30.479,1100.0,538.66,149.22,13.31,0.28528,55.935,149.89423,149.22,0.6742260742187511
11753,23.891,1009.6,75.008,3.8066,25.812,1091.1,549.46,134.79,12.13,0.3408,60.486,134.5845,134.79,-0.20549682617186704
11754,23.589,1009.3,78.604,3.7712,25.487,1091.5,550.24,134.61,12.187,0.39181,61.899,134.47733,134.61,-0.13267456054688864
11755,23.195,1009.0,85.156,3.8164,25.655,1092.1,550.04,135.19,12.244,0.37036,60.34,135.04892,135.19,-0.14108032226562273
11756,23.202,1009.1,90.288,3.8202,25.482,1091.7,549.99,134.77,12.155,0.35083,59.212,134.64563,134.77,-0.12437011718751023
11757,23.446,1009.3,92.413,3.8416,25.52,1092.1,549.83,134.75,12.237,0.35639,59.219,134.8623,134.75,0.1123046875
11758,23.606,1009.6,94.972,4.4985,30.224,1099.4,538.74,148.33,13.231,0.31962,53.854,148.02539,148.33,-0.3046093750000125
11759,24.533,1009.9,94.63,3.9067,25.746,1092.6,549.71,134.7,12.23,0.45103,57.772,134.83678,134.7,0.13677673339844887
11760,26.282,1010.3,86.556,4.4897,30.232,1100.0,539.01,147.05,13.206,0.6998,53.039,147.53996,147.05,0.48996276855467613
11761,27.902,1010.3,73.287,4.5269,30.606,1099.8,537.92,148.25,13.381,0.24569,53.693,148.42635,148.25,0.1763458251953125
11762,29.907,1010.2,64.101,4.443,29.711,1099.8,541.61,146.17,13.137,0.87055,58.133,146.40451,146.17,0.2345104980468875
11763,30.031,1010.1,64.198,4.3828,29.336,1100.0,543.1,145.42,13.083,1.159,58.791,145.65755,145.42,0.237546997070325
11764,30.196,1009.8,63.388,4.4193,29.529,1100.2,542.11,145.64,13.09,0.40911,55.989,146.14531,145.64,0.5053094482422011
11765,30.469,1009.6,62.027,4.369,29.136,1100.1,543.45,144.96,12.9,0.096958,56.604,144.61449,144.96,-0.34551330566407046
11766,30.846,1009.4,53.134,3.99,26.354,1094.9,550.37,133.93,12.297,0.37285,63.364,133.69638,133.93,-0.23361938476563182
11767,30.281,1009.9,54.314,3.9934,26.538,1096.2,549.69,135.23,12.458,0.26827,63.82,134.55513,135.23,-0.6748699951171773
11768,29.203,1010.2,60.576,4.1531,27.839,1100.0,547.74,139.77,12.606,0.35754,63.863,139.73857,139.77,-0.03142883300782273
11769,27.761,1010.3,67.091,3.9183,26.324,1094.9,550.34,135.64,12.377,0.42801,61.81,134.91032,135.64,-0.7296759033202989
11770,26.373,1010.7,77.359,3.8417,25.694,1092.1,550.3,133.85,12.332,0.35976,57.486,134.0701,133.85,0.22009887695313068
11771,25.436,1010.9,82.65,3.8502,25.818,1092.8,550.56,134.76,12.287,0.50803,65.637,134.30878,134.76,-0.4512231445312409
11772,24.571,1010.8,85.947,3.8244,25.524,1091.4,549.94,134.1,12.177,0.65771,59.027,134.07843,134.1,-0.021569824218744316
11773,24.183,1010.6,89.622,3.8637,25.731,1092.3,550.2,134.86,12.192,0.5675,57.887,134.6417,134.86,-0.21830688476563864
11774,23.704,1010.5,89.813,3.794,25.155,1089.6,550.16,133.18,11.962,0.7158,58.297,133.06754,133.18,-0.11246459960938182
11775,23.315,1010.3,92.22,3.8156,25.484,1091.0,550.27,134.25,12.076,0.52376,57.87,134.08527,134.25,-0.16473388671875
11776,23.161,1010.1,93.187,3.8662,25.69,1092.3,550.04,135.26,12.251,0.29012,58.359,135.11714,135.26,-0.1428582763671784
11777,23.029,1010.0,93.26,3.8502,25.517,1091.5,549.99,134.76,12.151,0.3142,58.176,134.55927,134.76,-0.2007348632812409
11778,22.547,1010.3,93.537,3.8321,25.447,1091.4,550.23,134.74,12.145,0.3445,60.128,134.51346,134.74,-0.2265417480468841
11779,22.521,1010.4,95.293,3.8489,25.486,1091.4,550.06,134.75,12.135,0.23189,58.08,134.59975,134.75,-0.1502532958984375
11780,23.411,1010.5,95.984,3.8939,25.64,1092.4,549.92,134.67,12.079,0.26602,58.121,134.84354,134.67,0.1735363769531375
11781,25.06,1010.4,89.328,4.4482,29.926,1099.4,539.96,146.7,13.175,0.74063,54.881,146.94829,146.7,0.24828796386719887
11782,26.706,1010.7,79.312,4.4286,29.75,1100.1,540.93,146.73,13.155,0.23865,54.745,146.62291,146.73,-0.10709045410155227
11783,27.772,1010.9,73.259,4.4576,30.026,1100.1,540.19,147.22,13.222,0.3297,55.487,147.24709,147.22,0.027085571289063637
11784,28.823,1011.0,67.642,4.4484,29.813,1099.7,540.83,146.57,13.222,0.65439,56.965,146.8619,146.57,0.2918927001953193
11785,29.617,1011.1,63.126,4.4566,29.997,1099.8,540.76,146.77,13.197,0.90106,57.547,147.22958,146.77,0.45958374023436477
11786,30.247,1010.9,60.401,4.4179,29.635,1099.7,542.03,146.05,13.147,1.1061,58.225,146.46022,146.05,0.41022033691405113
11787,30.362,1010.9,63.274,4.4431,29.698,1100.2,541.65,145.86,13.16,0.7801,56.806,146.5767,145.86,0.7167059326171739
11788,30.389,1010.9,64.114,4.4006,29.351,1099.7,542.61,145.23,13.068,0.45616,56.591,145.03908,145.23,-0.19092224121092727
11789,30.676,1010.8,61.401,4.4506,29.772,1099.8,541.23,146.07,13.166,0.31721,55.146,146.34315,146.07,0.2731549072265693
11790,31.459,1010.7,54.885,4.395,29.585,1099.6,541.87,146.37,13.187,0.67352,55.913,146.3026,146.37,-0.06740295410156705
11791,31.109,1010.8,56.081,4.4235,29.813,1100.0,540.89,146.91,13.221,0.72938,55.041,147.24579,146.91,0.3357885742187534
11792,30.198,1011.1,60.656,4.3597,29.558,1099.8,541.51,146.34,13.108,0.63995,54.052,146.70319,146.34,0.3631860351562466
11793,28.78,1011.6,67.253,4.093,27.768,1099.4,548.11,140.61,12.557,0.8202,61.245,139.77866,140.61,-0.8313439941406386
11794,27.528,1012.2,73.639,3.8984,26.457,1095.9,550.06,136.37,12.351,0.67911,60.9,135.68074,136.37,-0.689259643554692
11795,26.605,1012.4,80.243,3.8637,25.92,1092.8,549.8,134.48,12.356,0.72874,58.323,134.46437,134.48,-0.015629272460927268
11796,25.692,1012.3,86.076,4.0518,27.246,1099.0,549.32,139.86,12.64,0.60942,60.671,139.62898,139.86,-0.23101745605470114
11797,24.78,1012.2,89.296,4.4617,30.356,1099.8,538.88,148.41,13.301,0.29101,52.916,147.99117,148.41,-0.4188348388671841
11798,24.127,1012.0,90.586,3.1977,20.509,1061.5,549.84,112.87,10.771,1.7205,50.605,112.74645,112.87,-0.1235476684570358
11799,23.664,1011.9,90.84,3.1167,20.186,1060.0,550.07,111.78,10.639,2.0646,50.712,111.76619,111.78,-0.013810424804688637
11800,23.2,1011.9,92.323,3.1008,20.104,1060.1,550.39,111.78,10.63,1.7987,50.707,111.81148,111.78,0.03147766113281136
11801,23.0,1011.9,93.282,3.0903,20.127,1059.9,550.25,111.78,10.622,1.7594,51.206,111.816475,111.78,0.03647491455078011
11802,22.767,1011.8,94.263,3.117,20.107,1059.8,549.97,111.78,10.637,2.2106,51.916,111.87863,111.78,0.09863159179687386
11803,22.91,1011.9,95.111,3.1437,20.106,1059.6,550.02,111.58,10.558,1.9288,50.774,111.669586,111.58,0.0895861816406267
11804,23.662,1012.0,95.6,4.5255,30.257,1098.1,537.73,146.88,13.319,0.59313,53.052,147.52277,146.88,0.6427661132812545
11805,25.301,1012.3,91.911,4.4526,30.01,1100.0,540.32,146.57,13.225,0.48202,53.065,146.66481,146.57,0.09481018066406932
11806,26.747,1012.4,85.019,4.4629,29.936,1100.1,540.29,146.04,13.205,0.25337,52.442,146.4842,146.04,0.44420715332032046
11807,28.079,1012.6,80.511,4.3219,29.096,1100.3,543.66,144.27,12.983,0.21614,54.022,143.81125,144.27,-0.45875122070313523
11808,29.21,1012.7,71.845,4.3213,29.374,1100.2,542.23,144.8,13.098,0.29609,52.741,145.37715,144.8,0.5771514892578011
11809,31.111,1012.3,44.453,4.4486,30.016,1100.3,540.53,147.37,13.261,0.65326,57.791,148.44067,147.37,1.0706738281249955
11810,31.74,1012.2,41.623,4.5323,30.419,1100.2,539.1,148.16,13.343,0.37685,59.452,148.82182,148.16,0.6618231201171909
11811,32.407,1011.9,35.625,4.2795,28.377,1099.9,545.82,138.65,12.885,0.20229,70.275,139.26756,138.65,0.6175628662109318
11812,31.985,1011.8,36.401,4.4326,29.589,1099.7,541.29,141.57,13.096,0.56017,66.223,144.38103,141.57,2.8110272216796943
11813,31.287,1011.7,39.832,3.9524,26.295,1094.8,550.18,133.26,12.262,0.46049,66.057,133.27525,133.26,0.015253295898446595
11814,30.04,1011.5,43.518,3.918,26.165,1094.2,550.22,133.84,12.18,0.55508,66.713,133.44162,133.84,-0.3983801269531284
11815,28.012,1011.8,50.576,3.8329,25.917,1092.5,549.88,133.81,12.126,0.71916,65.954,133.55713,133.81,-0.2528710937500023
11816,26.429,1012.1,59.371,3.8129,25.904,1092.8,549.81,134.5,12.072,0.71889,64.445,134.17088,134.5,-0.3291168212890625
11817,25.269,1011.9,65.221,3.7465,25.688,1092.2,550.16,134.51,12.134,0.77352,63.241,134.23935,134.51,-0.2706506347656159
11818,23.873,1011.6,68.974,3.8124,25.773,1092.5,550.28,135.27,12.144,0.32521,63.729,134.7675,135.27,-0.5024981689453227
11819,22.79,1011.3,72.711,4.4628,31.071,1099.9,535.99,151.82,13.481,0.33292,56.342,152.86272,151.82,1.0427166748046943
11820,22.131,1011.0,78.354,4.3901,30.51,1100.4,537.87,150.62,13.477,0.3166,56.657,151.84698,150.62,1.2269848632812455
11821,21.497,1010.8,81.219,4.1309,28.448,1089.3,538.98,141.98,12.77,0.66452,56.577,141.43889,141.98,-0.5411114501953023
11822,20.94,1010.6,83.873,3.0474,20.197,1059.6,550.04,112.69,10.574,2.0197,56.622,112.35072,112.69,-0.3392767333984352
11823,20.441,1010.4,85.033,3.0805,20.129,1059.7,550.05,112.76,10.567,2.0964,58.172,112.4852,112.76,-0.2748010253906301
11824,20.247,1010.3,86.385,3.1137,20.096,1060.2,549.7,112.77,10.56,1.9998,58.15,112.94365,112.77,0.17364929199219148
11825,21.154,1010.5,85.579,3.1427,20.231,1060.9,549.81,112.74,10.555,1.8402,57.735,113.088486,112.74,0.3484857177734426
11826,23.342,1010.8,75.193,3.8775,25.98,1092.0,549.26,134.2,12.209,0.83261,68.009,135.04526,134.2,0.8452575683593864
11827,26.505,1010.9,50.941,4.485,30.024,1099.6,540.51,144.14,13.307,0.44111,68.603,147.30945,144.14,3.1694482421875136
11828,28.753,1011.0,49.211,4.6329,31.066,1099.7,536.87,149.66,13.422,0.34584,60.202,150.04883,149.66,0.3888281250000034
11829,30.471,1010.9,46.944,4.6816,31.29,1099.8,535.92,150.82,13.583,0.86783,57.751,150.77722,150.82,-0.04277832031249318
11830,30.927,1010.6,46.125,4.518,30.215,1099.8,539.72,148.38,13.254,0.74954,60.238,148.28062,148.38,-0.09937561035155795
11831,31.385,1010.4,47.276,4.3636,29.198,1096.9,541.59,144.6,13.052,0.82364,59.739,144.28981,144.6,-0.3101898193359318
11832,31.833,1009.9,49.187,3.3208,20.974,1063.6,549.96,112.01,10.722,1.611,54.809,111.91906,112.01,-0.09094024658203637
11833,32.286,1009.3,47.046,3.2479,20.461,1060.7,549.96,109.83,10.493,1.2746,52.28,109.9646,109.83,0.1345996093750017
11834,32.391,1008.9,45.733,3.0809,19.432,1053.8,549.81,104.97,10.494,1.5957,51.536,105.736855,104.97,0.7668545532226574
11835,32.54,1008.5,45.216,3.5999,23.475,1069.0,545.52,118.93,11.409,2.1027,54.983,118.69614,118.93,-0.23386352539063182
11836,32.482,1008.3,45.696,3.323,21.193,1064.4,549.94,112.47,10.925,1.4018,53.661,112.43391,112.47,-0.03609344482421761
11837,31.999,1008.3,46.407,3.6039,23.694,1078.7,550.2,122.59,11.574,0.9017,59.375,122.69619,122.59,0.10618988037109034
11838,30.767,1008.1,52.154,3.9855,26.724,1095.7,549.62,134.89,12.421,0.70455,64.835,134.50047,134.89,-0.38952697753904886
11839,29.079,1008.0,51.955,4.2358,28.956,1100.1,544.54,142.11,12.86,0.21965,65.542,143.07278,142.11,0.9627844238281114
11840,27.371,1007.9,56.378,3.9537,27.15,1099.3,550.18,138.72,12.42,0.22551,68.185,139.32455,138.72,0.6045544433593761
11841,25.637,1007.6,63.684,3.7856,25.618,1091.5,550.32,133.78,12.29,0.62526,62.301,134.00241,133.78,0.22241088867187386
11842,24.151,1007.4,70.956,4.0787,28.002,1099.7,547.0,142.66,12.697,0.33304,65.375,142.71924,142.66,0.05923828125000341
11843,23.188,1007.2,75.387,3.0451,20.486,1061.1,549.88,112.9,10.562,1.716,55.05,112.90622,112.9,0.006219482421869316
11844,22.777,1006.9,75.605,3.0643,20.419,1060.4,550.18,112.78,10.508,1.8809,57.205,112.4378,112.78,-0.3422024536132824
11845,22.13,1006.9,75.396,3.0451,20.133,1058.9,549.9,111.91,10.513,1.8201,59.206,111.72684,111.91,-0.1831628417968716
11846,21.617,1006.9,74.67,3.012,20.086,1058.8,549.9,111.77,10.518,1.7636,60.508,111.80692,111.77,0.03692291259766023
11847,21.232,1006.8,75.514,3.0216,19.905,1057.5,550.02,111.01,10.508,2.0095,60.447,111.06087,111.01,0.050867309570307384
11848,21.153,1006.7,77.32,3.1054,20.162,1060.3,550.12,112.77,10.794,1.7974,60.101,112.866585,112.77,0.09658477783203523
11849,21.919,1006.7,76.889,3.1208,20.352,1060.9,550.03,112.76,10.844,1.754,58.017,113.13075,112.76,0.3707525634765574
11850,24.377,1006.6,68.446,3.9007,25.791,1083.4,545.13,130.26,12.059,1.1083,63.894,131.39137,130.26,1.1313726806640716
11851,27.037,1006.6,57.441,4.4692,30.066,1100.1,540.66,146.52,13.165,0.26705,62.681,147.6014,146.52,1.0813946533203023
11852,29.236,1006.5,52.558,4.5328,30.445,1099.9,539.32,147.85,13.311,0.38607,59.802,149.03394,147.85,1.1839355468750057
11853,30.748,1006.5,48.063,4.472,30.147,1099.7,540.1,147.25,13.24,0.80003,60.506,148.1739,147.25,0.9239044189453125
11854,31.867,1006.2,45.659,4.5045,30.199,1099.9,540.49,147.0,13.264,0.85727,60.856,147.87816,147.0,0.8781585693359375
11855,32.507,1005.6,47.6,4.4504,29.27,1100.0,543.58,143.29,12.995,1.0413,63.524,144.75049,143.29,1.460488281250008
11856,32.779,1005.1,48.769,4.5659,30.402,1099.8,539.8,147.69,13.23,1.0793,56.615,147.69435,147.69,0.004351196289064774
11857,33.183,1004.7,48.386,4.3469,28.763,1099.9,545.6,140.57,12.869,0.026352,63.617,139.6828,140.57,-0.8871997070312432
11858,33.622,1003.8,48.035,4.247,28.291,1095.1,544.58,139.56,12.658,0.1694,57.21,138.88322,139.56,-0.6767755126953148
11859,32.28,1003.3,56.838,3.3107,21.239,1064.2,549.98,112.81,10.924,1.3561,48.619,112.578674,112.81,-0.23132568359375227
11860,30.907,1002.9,59.019,3.6547,23.753,1078.4,549.55,122.75,11.634,1.1516,57.632,123.39832,122.75,0.6483230590820312
11861,29.741,1003.0,53.823,4.0081,26.434,1094.2,549.77,133.86,12.418,0.75584,65.948,134.47993,133.86,0.6199346923827989
11862,28.597,1003.2,58.329,4.4925,30.992,1099.6,537.56,149.03,13.293,0.45259,56.741,150.03479,149.03,1.0047900390624989
11863,27.278,1003.3,64.214,3.9025,26.34,1093.4,549.3,135.2,12.296,0.55107,63.345,135.03116,135.2,-0.16884155273436363
11864,26.131,1003.5,71.446,4.1187,28.09,1099.5,546.85,142.54,12.738,0.67982,62.467,142.40607,142.54,-0.13393310546874204
11865,25.165,1003.6,72.072,4.388,29.962,1099.9,539.97,148.46,13.248,0.25335,57.36,148.7953,148.46,0.33530334472655454
11866,24.805,1003.5,81.947,3.7162,24.878,1081.9,547.11,129.86,11.869,0.90897,55.595,129.36046,129.86,-0.49954162597657614
11867,25.132,1003.2,89.324,3.2183,20.588,1061.6,550.33,112.62,10.732,1.8657,48.469,112.651474,112.62,0.03147399902343295
11868,25.574,1003.2,83.81,3.2312,20.695,1061.6,550.2,112.3,10.647,1.6395,49.722,112.602554,112.3,0.30255432128906534
11869,25.597,1003.0,77.744,3.2325,20.749,1062.1,549.95,112.79,10.624,1.6153,52.225,113.001526,112.79,0.21152587890624375
11870,25.302,1003.3,77.418,3.2109,20.718,1062.3,549.94,112.77,10.602,1.6031,52.972,113.16007,112.77,0.39007232666016023
